,BTCUSDT,XMRUSDT,AAVEUSDT,DOTUSDT,CRVUSDT,LTCUSDT,SOLUSDT,UNIUSDT,TRXUSDT,BNBUSDT,ADAUSDT,EOSUSDT,DOGEUSDT,MATICUSDT,ETHUSDT
2023-08-19 00:00:00,26100.01000000,144.40000000,56.59000000,4.51700000,0.50310000,64.18000000,21.90000000,4.90900000,0.07408000,216.80000000,0.26880000,0.58300000,0.06379000,0.57700000,1669.67000000
2023-08-20 00:00:00,26189.99000000,147.30000000,57.12000000,4.51900000,0.49890000,65.25000000,21.77000000,4.90300000,0.07591000,216.50000000,0.27030000,0.58500000,0.06384000,0.58010000,1685.24000000
2023-08-21 00:00:00,26126.92000000,149.60000000,55.55000000,4.42700000,0.47820000,67.00000000,21.20000000,4.76500000,0.07510000,210.40000000,0.26280000,0.58100000,0.06252000,0.55710000,1667.55000000
2023-08-22 00:00:00,26056.00000000,145.50000000,54.94000000,4.42300000,0.47520000,64.83000000,20.59000000,4.67000000,0.07548000,210.90000000,0.25880000,0.57600000,0.06259000,0.54890000,1634.99000000
2023-08-23 00:00:00,26432.72000000,143.00000000,57.18000000,4.48900000,0.46800000,65.64000000,21.74000000,4.76500000,0.07760000,216.60000000,0.26810000,0.59300000,0.06379000,0.55710000,1679.61000000
2023-08-24 00:00:00,26180.05000000,138.60000000,57.49000000,4.42400000,0.45440000,64.88000000,21.06000000,4.65900000,0.07664000,219.00000000,0.26590000,0.58600000,0.06308000,0.54710000,1661.16000000
2023-08-25 00:00:00,26060.01000000,140.10000000,56.96000000,4.49000000,0.45510000,65.13000000,20.42000000,4.55100000,0.07724000,218.40000000,0.26120000,0.58800000,0.06312000,0.54630000,1653.80000000
2023-08-26 00:00:00,26017.37000000,143.00000000,56.69000000,4.50700000,0.45260000,65.01000000,20.29000000,4.60100000,0.07745000,216.50000000,0.26100000,0.58400000,0.06289000,0.54840000,1647.04000000
2023-08-27 00:00:00,26101.77000000,145.40000000,58.35000000,4.48900000,0.46020000,65.39000000,20.79000000,4.68500000,0.07755000,218.40000000,0.26340000,0.59300000,0.06318000,0.55590000,1658.33000000
2023-08-28 00:00:00,26120.00000000,145.20000000,58.27000000,4.61000000,0.48670000,65.52000000,20.56000000,4.67200000,0.07634000,218.80000000,0.26760000,0.59100000,0.06345000,0.56220000,1653.08000000
2023-08-29 00:00:00,27716.34000000,146.70000000,59.58000000,4.67800000,0.48360000,68.86000000,21.79000000,4.79900000,0.07732000,226.90000000,0.27260000,0.62100000,0.06640000,0.59360000,1729.42000000
2023-08-30 00:00:00,27299.99000000,142.10000000,57.77000000,4.53400000,0.47370000,67.65000000,20.82000000,4.64000000,0.07562000,223.80000000,0.26540000,0.62800000,0.06588000,0.57500000,1705.23000000
2023-08-31 00:00:00,25940.78000000,143.10000000,55.56000000,4.27100000,0.45280000,63.89000000,19.74000000,4.37200000,0.07673000,216.70000000,0.25540000,0.58700000,0.06376000,0.54960000,1645.76000000
2023-09-01 00:00:00,25805.05000000,140.80000000,54.53000000,4.21800000,0.43840000,62.98000000,19.33000000,4.26200000,0.07608000,213.70000000,0.25510000,0.58100000,0.06388000,0.54050000,1629.12000000
2023-09-02 00:00:00,25869.51000000,140.10000000,55.22000000,4.26100000,0.43750000,64.59000000,19.50000000,4.40000000,0.07702000,214.40000000,0.25620000,0.57700000,0.06348000,0.54090000,1637.03000000
2023-09-03 00:00:00,25971.21000000,140.60000000,54.80000000,4.25900000,0.43440000,63.93000000,19.57000000,4.41100000,0.07703000,214.40000000,0.25590000,0.58000000,0.06317000,0.54220000,1635.84000000
2023-09-04 00:00:00,25826.02000000,141.10000000,54.70000000,4.26000000,0.43680000,63.75000000,19.52000000,4.44300000,0.07751000,215.20000000,0.25610000,0.58300000,0.06326000,0.55450000,1630.51000000
2023-09-05 00:00:00,25792.10000000,137.70000000,55.54000000,4.25700000,0.44400000,63.15000000,20.26000000,4.38000000,0.07746000,214.60000000,0.25780000,0.59100000,0.06402000,0.55850000,1634.45000000
2023-09-06 00:00:00,25759.95000000,142.20000000,55.13000000,4.27200000,0.45100000,62.87000000,19.64000000,4.46100000,0.07893000,215.20000000,0.25770000,0.58100000,0.06365000,0.55860000,1633.15000000
2023-09-07 00:00:00,26255.00000000,143.30000000,56.33000000,4.29400000,0.44700000,63.71000000,19.92000000,4.47700000,0.07917000,217.10000000,0.25790000,0.58700000,0.06365000,0.55530000,1648.11000000
2023-09-08 00:00:00,25910.50000000,143.90000000,56.50000000,4.25300000,0.44130000,62.61000000,19.61000000,4.36600000,0.07915000,214.70000000,0.25440000,0.58500000,0.06371000,0.54390000,1636.44000000
2023-09-09 00:00:00,25901.61000000,143.40000000,56.21000000,4.23600000,0.44310000,63.06000000,19.44000000,4.32100000,0.07917000,214.10000000,0.25330000,0.58400000,0.06339000,0.53950000,1635.54000000
2023-09-10 00:00:00,25841.61000000,142.90000000,54.03000000,4.14900000,0.42720000,61.11000000,18.24000000,4.22000000,0.07830000,212.40000000,0.24900000,0.56400000,0.06130000,0.52330000,1617.42000000
2023-09-11 00:00:00,25162.52000000,139.90000000,52.12000000,3.98900000,0.40810000,58.85000000,17.72000000,4.11200000,0.07755000,206.10000000,0.24210000,0.54100000,0.06049000,0.50350000,1551.85000000
2023-09-12 00:00:00,25840.10000000,140.80000000,53.04000000,3.98600000,0.40160000,59.96000000,17.92000000,4.19600000,0.08075000,210.70000000,0.24550000,0.54700000,0.06090000,0.50650000,1592.97000000
2023-09-13 00:00:00,26222.00000000,143.00000000,53.59000000,3.99800000,0.41730000,61.98000000,18.40000000,4.25500000,0.08123000,212.50000000,0.24870000,0.55500000,0.06126000,0.51340000,1607.62000000
2023-09-14 00:00:00,26522.73000000,146.50000000,54.37000000,4.05800000,0.41960000,62.83000000,18.85000000,4.27000000,0.08377000,212.20000000,0.25130000,0.56700000,0.06208000,0.52230000,1626.47000000
2023-09-15 00:00:00,26600.00000000,147.80000000,55.85000000,4.13900000,0.43570000,65.89000000,19.14000000,4.35100000,0.08405000,214.10000000,0.25050000,0.57400000,0.06250000,0.53000000,1641.29000000
2023-09-16 00:00:00,26559.67000000,144.30000000,59.17000000,4.18500000,0.43790000,65.38000000,19.12000000,4.33600000,0.08352000,214.90000000,0.25030000,0.57700000,0.06214000,0.52850000,1634.40000000
2023-09-17 00:00:00,26527.51000000,145.80000000,59.34000000,4.07000000,0.43160000,63.55000000,18.81000000,4.28200000,0.08334000,216.50000000,0.24710000,0.55800000,0.06147000,0.51720000,1622.48000000
2023-09-18 00:00:00,26762.51000000,145.70000000,60.56000000,4.10600000,0.42500000,65.89000000,19.64000000,4.36300000,0.08388000,216.00000000,0.25160000,0.57300000,0.06198000,0.52630000,1636.66000000
2023-09-19 00:00:00,27210.26000000,147.60000000,61.83000000,4.15200000,0.44400000,67.28000000,20.03000000,4.40700000,0.08455000,217.20000000,0.25480000,0.58400000,0.06268000,0.54480000,1643.12000000
2023-09-20 00:00:00,27125.00000000,148.20000000,65.50000000,4.13800000,0.44190000,64.55000000,20.29000000,4.36300000,0.08444000,214.40000000,0.25170000,0.57900000,0.06262000,0.54090000,1622.26000000
2023-09-21 00:00:00,26568.08000000,145.10000000,62.50000000,4.01200000,0.44430000,64.69000000,19.46000000,4.24300000,0.08301000,210.80000000,0.24490000,0.57600000,0.06131000,0.51960000,1583.94000000
2023-09-22 00:00:00,26580.14000000,145.00000000,64.40000000,4.01900000,0.49090000,64.37000000,19.43000000,4.26100000,0.08334000,211.10000000,0.24490000,0.57600000,0.06152000,0.52110000,1593.08000000
2023-09-23 00:00:00,26575.96000000,141.70000000,62.97000000,4.03300000,0.47420000,65.07000000,19.49000000,4.28000000,0.08362000,210.50000000,0.24610000,0.58200000,0.06152000,0.52070000,1593.86000000
2023-09-24 00:00:00,26248.38000000,143.80000000,61.74000000,3.99300000,0.51470000,63.58000000,19.36000000,4.23500000,0.08360000,208.30000000,0.24270000,0.57100000,0.06069000,0.51360000,1580.71000000
2023-09-25 00:00:00,26304.81000000,144.50000000,62.23000000,4.06800000,0.52140000,64.33000000,19.39000000,4.27100000,0.08466000,209.90000000,0.24590000,0.56900000,0.06094000,0.51960000,1588.33000000
2023-09-26 00:00:00,26221.67000000,144.80000000,61.12000000,4.01300000,0.52360000,63.80000000,19.03000000,4.26000000,0.08471000,212.60000000,0.24550000,0.56200000,0.06062000,0.50990000,1594.01000000
2023-09-27 00:00:00,26372.99000000,146.60000000,60.70000000,3.99300000,0.51710000,63.53000000,19.14000000,4.25000000,0.08550000,212.00000000,0.24460000,0.56100000,0.06053000,0.50370000,1598.64000000
2023-09-28 00:00:00,27021.39000000,146.00000000,65.69000000,4.07300000,0.51640000,65.21000000,19.96000000,4.41900000,0.08675000,215.00000000,0.24890000,0.57100000,0.06150000,0.51970000,1652.99000000
2023-09-29 00:00:00,26906.96000000,146.80000000,66.06000000,4.07400000,0.52220000,65.55000000,20.28000000,4.40200000,0.08912000,215.20000000,0.24940000,0.57800000,0.06213000,0.52580000,1667.45000000
2023-09-30 00:00:00,26962.56000000,146.60000000,67.56000000,4.10300000,0.51950000,65.97000000,21.37000000,4.45600000,0.08860000,214.60000000,0.25400000,0.58200000,0.06207000,0.53270000,1670.89000000
2023-10-01 00:00:00,27992.57000000,149.10000000,72.21000000,4.26300000,0.53810000,68.19000000,23.87000000,4.65300000,0.09011000,218.20000000,0.26590000,0.60400000,0.06319000,0.56910000,1733.79000000
2023-10-02 00:00:00,27494.51000000,146.00000000,69.15000000,4.12000000,0.49910000,65.97000000,23.37000000,4.45700000,0.08744000,214.60000000,0.25910000,0.58700000,0.06200000,0.54720000,1662.40000000
2023-10-03 00:00:00,27426.46000000,147.20000000,65.07000000,4.07700000,0.48750000,65.50000000,23.60000000,4.36200000,0.09071000,213.50000000,0.26100000,0.58500000,0.06137000,0.56660000,1656.88000000
2023-10-04 00:00:00,27778.57000000,150.40000000,66.67000000,4.04200000,0.48220000,64.40000000,23.13000000,4.30700000,0.08891000,213.40000000,0.25890000,0.57700000,0.06147000,0.56220000,1646.58000000
2023-10-05 00:00:00,27410.39000000,149.60000000,66.91000000,4.02400000,0.46710000,64.80000000,22.70000000,4.30600000,0.08824000,210.60000000,0.26020000,0.56400000,0.06086000,0.54490000,1611.79000000
2023-10-06 00:00:00,27931.09000000,151.80000000,68.88000000,4.06800000,0.47320000,65.50000000,23.41000000,4.39500000,0.08719000,213.40000000,0.26460000,0.57000000,0.06137000,0.56360000,1645.03000000
2023-10-07 00:00:00,27956.67000000,155.40000000,66.74000000,4.05100000,0.47200000,65.45000000,23.30000000,4.37400000,0.08808000,212.30000000,0.25870000,0.56900000,0.06143000,0.56380000,1633.57000000
2023-10-08 00:00:00,27917.05000000,156.30000000,66.04000000,4.01200000,0.47390000,65.34000000,23.22000000,4.33700000,0.08802000,211.40000000,0.25630000,0.56600000,0.06096000,0.56070000,1632.84000000
2023-10-09 00:00:00,27590.12000000,153.70000000,63.30000000,3.88100000,0.44910000,63.07000000,22.10000000,4.14400000,0.08613000,205.80000000,0.25130000,0.54100000,0.05873000,0.52930000,1580.13000000
2023-10-10 00:00:00,27390.12000000,152.20000000,64.08000000,3.81100000,0.43500000,63.61000000,22.11000000,4.12000000,0.08622000,208.60000000,0.24900000,0.54200000,0.05913000,0.51760000,1567.63000000
2023-10-11 00:00:00,26875.52000000,154.00000000,63.29000000,3.74000000,0.43420000,61.55000000,22.01000000,4.12900000,0.08603000,206.60000000,0.24810000,0.53900000,0.05851000,0.51450000,1566.87000000
2023-10-12 00:00:00,26759.63000000,152.50000000,62.96000000,3.67600000,0.42410000,61.12000000,21.28000000,4.00200000,0.08481000,205.10000000,0.24600000,0.53700000,0.05788000,0.50780000,1539.61000000
2023-10-13 00:00:00,26862.00000000,153.60000000,63.69000000,3.72100000,0.44150000,61.58000000,21.84000000,4.03100000,0.08549000,206.10000000,0.24580000,0.54400000,0.05839000,0.51480000,1552.16000000
2023-10-14 00:00:00,26852.48000000,152.80000000,64.27000000,3.73500000,0.43710000,61.62000000,22.00000000,4.08400000,0.08501000,206.50000000,0.24700000,0.54200000,0.05984000,0.51740000,1554.94000000
2023-10-15 00:00:00,27154.15000000,152.30000000,63.96000000,3.75300000,0.44010000,61.63000000,21.93000000,4.10200000,0.08667000,209.70000000,0.24730000,0.54800000,0.05931000,0.51530000,1557.77000000
2023-10-16 00:00:00,28500.78000000,152.40000000,64.79000000,3.77600000,0.44720000,63.19000000,23.95000000,4.11900000,0.08885000,214.60000000,0.25130000,0.55800000,0.06000000,0.53350000,1599.42000000
2023-10-17 00:00:00,28395.91000000,150.50000000,62.60000000,3.67000000,0.43320000,62.07000000,23.93000000,3.88800000,0.08854000,211.40000000,0.24630000,0.54200000,0.05904000,0.51930000,1565.01000000
2023-10-18 00:00:00,28320.00000000,149.70000000,62.03000000,3.65400000,0.42430000,60.23000000,23.42000000,3.93100000,0.08915000,210.20000000,0.24300000,0.53500000,0.05858000,0.51060000,1563.44000000
2023-10-19 00:00:00,28713.71000000,152.50000000,63.91000000,3.64900000,0.41410000,61.78000000,24.93000000,3.92900000,0.08999000,211.20000000,0.24690000,0.53500000,0.05887000,0.51720000,1566.57000000
2023-10-20 00:00:00,29669.04000000,154.80000000,65.90000000,3.71800000,0.42050000,63.38000000,27.03000000,3.99800000,0.09074000,212.10000000,0.25120000,0.54700000,0.05990000,0.53560000,1603.89000000
2023-10-21 00:00:00,29909.80000000,157.80000000,70.06000000,3.90900000,0.43970000,64.75000000,29.32000000,4.14100000,0.09160000,214.20000000,0.25860000,0.56000000,0.06119000,0.57260000,1628.94000000
2023-10-22 00:00:00,29992.46000000,159.00000000,79.27000000,3.96700000,0.45100000,65.26000000,29.05000000,4.21300000,0.09031000,217.80000000,0.26390000,0.56200000,0.06170000,0.60930000,1663.70000000
2023-10-23 00:00:00,33069.99000000,160.90000000,84.88000000,4.35700000,0.47180000,69.02000000,31.88000000,4.37800000,0.09219000,228.50000000,0.28070000,0.59200000,0.06742000,0.63690000,1765.46000000
2023-10-24 00:00:00,33922.73000000,158.00000000,83.51000000,4.19000000,0.47910000,69.15000000,30.17000000,4.22000000,0.09236000,225.20000000,0.27920000,0.59300000,0.06660000,0.62450000,1784.98000000
2023-10-25 00:00:00,34496.05000000,160.10000000,86.09000000,4.29100000,0.47850000,68.71000000,32.44000000,4.16700000,0.09351000,222.10000000,0.28080000,0.59500000,0.06832000,0.63050000,1787.15000000
2023-10-26 00:00:00,34151.66000000,159.60000000,80.73000000,4.23400000,0.47740000,68.76000000,32.77000000,4.11100000,0.09285000,223.20000000,0.28720000,0.59800000,0.07185000,0.63210000,1803.38000000
2023-10-27 00:00:00,33892.02000000,160.70000000,78.33000000,4.13500000,0.46560000,66.99000000,31.73000000,4.02400000,0.09353000,224.10000000,0.28930000,0.60200000,0.06776000,0.60860000,1779.40000000
2023-10-28 00:00:00,34081.00000000,161.90000000,80.02000000,4.18100000,0.48070000,67.73000000,31.63000000,4.08400000,0.09433000,225.70000000,0.29090000,0.62900000,0.06900000,0.62010000,1776.20000000
2023-10-29 00:00:00,34525.89000000,174.10000000,84.49000000,4.31500000,0.49300000,68.79000000,32.83000000,4.15300000,0.09489000,227.10000000,0.29540000,0.62800000,0.06935000,0.63870000,1795.14000000
2023-10-30 00:00:00,34474.73000000,172.70000000,83.68000000,4.52500000,0.48810000,69.21000000,34.94000000,4.17900000,0.09558000,228.00000000,0.30310000,0.62700000,0.06959000,0.64970000,1809.04000000
2023-10-31 00:00:00,34639.77000000,172.20000000,81.44000000,4.44900000,0.47940000,68.89000000,38.40000000,4.14800000,0.09715000,226.20000000,0.29300000,0.63800000,0.06827000,0.63620000,1814.67000000
2023-11-01 00:00:00,35421.43000000,171.50000000,89.16000000,4.72700000,0.52100000,69.97000000,41.15000000,4.79500000,0.10014000,227.90000000,0.30710000,0.65600000,0.06894000,0.66970000,1846.99000000
2023-11-02 00:00:00,34941.59000000,171.00000000,91.97000000,4.62900000,0.50960000,69.43000000,40.23000000,4.69300000,0.09922000,231.90000000,0.32300000,0.64900000,0.06790000,0.66010000,1800.80000000
2023-11-03 00:00:00,34716.78000000,170.70000000,90.12000000,4.61000000,0.53300000,69.45000000,39.45000000,4.65300000,0.09722000,230.20000000,0.32920000,0.64800000,0.06807000,0.67180000,1832.71000000
2023-11-04 00:00:00,35062.07000000,168.10000000,90.06000000,4.68100000,0.55350000,70.41000000,42.41000000,4.71100000,0.09765000,237.10000000,0.32780000,0.65900000,0.06908000,0.67700000,1855.54000000
2023-11-05 00:00:00,35011.88000000,169.20000000,89.09000000,4.76200000,0.56500000,71.60000000,41.15000000,4.77200000,0.09808000,244.00000000,0.34190000,0.67700000,0.07108000,0.69180000,1891.71000000
2023-11-06 00:00:00,35046.09000000,165.20000000,100.22000000,4.96700000,0.57440000,74.46000000,42.16000000,5.10900000,0.09765000,255.10000000,0.36240000,0.69900000,0.07637000,0.73620000,1900.95000000
2023-11-07 00:00:00,35399.12000000,166.10000000,97.46000000,4.92700000,0.55750000,73.41000000,42.93000000,4.92800000,0.09658000,246.20000000,0.35120000,0.68800000,0.07338000,0.74030000,1885.27000000
2023-11-08 00:00:00,35624.72000000,167.30000000,100.30000000,5.03300000,0.56920000,73.07000000,43.13000000,5.17900000,0.09833000,246.70000000,0.35770000,0.70200000,0.07534000,0.78740000,1888.12000000
2023-11-09 00:00:00,36701.09000000,170.30000000,100.81000000,5.09000000,0.55040000,73.83000000,45.29000000,5.12300000,0.09889000,251.60000000,0.36840000,0.68100000,0.07357000,0.85460000,2121.32000000
2023-11-10 00:00:00,37301.63000000,170.80000000,100.26000000,5.30000000,0.60300000,73.28000000,56.67000000,5.28000000,0.10622000,251.00000000,0.38590000,0.70900000,0.07539000,0.84270000,2077.72000000
2023-11-11 00:00:00,37130.00000000,169.30000000,96.98000000,5.55700000,0.62350000,75.26000000,56.34000000,5.39300000,0.10800000,251.50000000,0.38440000,0.72600000,0.07849000,0.80330000,2053.17000000
2023-11-12 00:00:00,37064.13000000,171.20000000,99.86000000,5.70900000,0.63050000,74.88000000,56.28000000,5.41700000,0.10851000,247.40000000,0.38340000,0.73300000,0.07795000,0.89710000,2044.68000000
2023-11-13 00:00:00,36462.93000000,162.60000000,92.95000000,5.34800000,0.57550000,71.10000000,51.60000000,5.22200000,0.10688000,241.10000000,0.35680000,0.72000000,0.07456000,0.88210000,2053.65000000
2023-11-14 00:00:00,35551.19000000,163.30000000,90.79000000,5.19700000,0.57260000,70.61000000,56.81000000,5.06100000,0.10222000,242.30000000,0.35790000,0.69500000,0.07244000,0.91760000,1979.39000000
2023-11-15 00:00:00,37858.20000000,161.10000000,95.50000000,5.56400000,0.61130000,74.03000000,65.43000000,5.38200000,0.10406000,253.70000000,0.37880000,0.73100000,0.07623000,0.91910000,2058.48000000
2023-11-16 00:00:00,36163.51000000,160.80000000,91.06000000,5.35200000,0.57160000,70.97000000,57.80000000,5.19600000,0.10233000,242.70000000,0.37060000,0.70500000,0.07947000,0.84500000,1961.77000000
2023-11-17 00:00:00,36613.92000000,162.90000000,88.74000000,5.24400000,0.56900000,70.29000000,58.51000000,5.10800000,0.10371000,244.90000000,0.36710000,0.71300000,0.08641000,0.83050000,1960.82000000
2023-11-18 00:00:00,36568.10000000,160.80000000,88.11000000,5.28900000,0.56230000,69.86000000,58.56000000,5.06400000,0.10290000,244.80000000,0.37720000,0.71000000,0.08028000,0.83190000,1962.60000000
2023-11-19 00:00:00,37359.86000000,163.90000000,91.52000000,5.43400000,0.57460000,70.54000000,61.10000000,5.23400000,0.10349000,246.40000000,0.38400000,0.72100000,0.08046000,0.85220000,2011.47000000
2023-11-20 00:00:00,37448.78000000,163.00000000,90.24000000,5.30200000,0.56770000,69.51000000,56.57000000,5.18700000,0.10096000,253.10000000,0.38040000,0.70600000,0.07768000,0.81030000,2021.40000000
2023-11-21 00:00:00,35741.65000000,158.80000000,84.49000000,4.85800000,0.52010000,66.15000000,51.65000000,4.85000000,0.09612000,225.50000000,0.35660000,0.64700000,0.07176000,0.72800000,1933.01000000
2023-11-22 00:00:00,37408.34000000,163.10000000,95.41000000,5.17400000,0.58420000,68.70000000,57.56000000,6.10900000,0.10115000,236.10000000,0.38050000,0.67700000,0.07575000,0.77260000,2063.21000000
2023-11-23 00:00:00,37294.28000000,165.80000000,96.01000000,5.13900000,0.57770000,69.51000000,56.51000000,6.33100000,0.10208000,233.80000000,0.38730000,0.67500000,0.07620000,0.77210000,2062.20000000
2023-11-24 00:00:00,37713.57000000,170.40000000,99.17000000,5.24200000,0.58950000,70.73000000,56.86000000,6.16700000,0.10455000,232.70000000,0.38620000,0.68400000,0.07818000,0.75950000,2080.84000000
2023-11-25 00:00:00,37780.67000000,172.00000000,99.57000000,5.32800000,0.59800000,71.87000000,58.82000000,6.16700000,0.10895000,234.40000000,0.39410000,0.70100000,0.07894000,0.77930000,2083.09000000
2023-11-26 00:00:00,37447.43000000,169.40000000,97.91000000,5.32900000,0.58030000,70.03000000,57.57000000,6.18000000,0.10778000,231.70000000,0.38730000,0.69900000,0.07868000,0.76220000,2062.33000000
2023-11-27 00:00:00,37242.70000000,165.50000000,96.20000000,5.15600000,0.55860000,69.22000000,55.06000000,6.29400000,0.10193000,227.20000000,0.37770000,0.67500000,0.07884000,0.74260000,2027.50000000
2023-11-28 00:00:00,37818.87000000,167.60000000,96.92000000,5.27500000,0.56190000,69.77000000,58.18000000,6.16700000,0.10295000,229.60000000,0.38580000,0.67800000,0.08083000,0.74860000,2048.14000000
2023-11-29 00:00:00,37854.64000000,165.90000000,96.50000000,5.16100000,0.54970000,70.00000000,59.31000000,6.00800000,0.10343000,227.30000000,0.38160000,0.67900000,0.08047000,0.75750000,2028.81000000
2023-11-30 00:00:00,37723.96000000,169.90000000,98.26000000,5.47300000,0.55830000,69.42000000,59.30000000,5.95900000,0.10347000,227.60000000,0.37590000,0.67900000,0.08343000,0.76270000,2051.96000000
2023-12-01 00:00:00,38682.52000000,171.70000000,100.12000000,5.47100000,0.57170000,71.57000000,59.75000000,6.01600000,0.10306000,228.50000000,0.38440000,0.68900000,0.08385000,0.79940000,2087.24000000
2023-12-02 00:00:00,39401.31000000,172.80000000,103.01000000,5.55100000,0.59860000,72.40000000,62.87000000,6.15500000,0.10306000,228.90000000,0.39350000,0.70100000,0.08576000,0.81820000,2159.01000000
